"Id","Imp_Innov","Imp_ConstCom","Imp_CreatCom","Imp_TimelyInf","Imp_SaveMT","Imp_SaveML","Imp_TaskMgm","Imp_DeviceSt","Imp_Photo","Imp_Wellness","Imp_Athlete","Imp_Style","WTP","iPhone","CompBuy","FB_Insta","Twit","Snap","YouTube","Pod_radio","TV","NewsP","AmznP","Age","Degree","Income","Occupation","Gender"
885,5,5,3,4,3,4,5,4,3,6,4,6,310,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",35,"Master’s degree or higher","$101k - $175k","Other/family caretaker","Male"
886,3,6,2,4,2,3,4,5,3,4,2,4,250,"other smartphone","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No",37,"Master’s degree or higher","> $175k","Small-medium business/self-employed","Female"
887,4,6,4,5,3,5,5,4,3,5,4,6,250,"iPhone","No","Yes","No","No","No","Yes","Yes","Yes","Yes",31,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Male"
888,4,7,2,1,2,1,3,2,1,3,3,4,200,"other smartphone","No","No","No","No","No","No","Yes","No","No",39,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Male"
889,5,6,4,3,3,4,3,3,3,5,3,5,230,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",35,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Male"
890,4,5,3,6,2,3,7,4,3,4,2,4,240,"other smartphone","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes",39,"Undergraduate degree","$40k - $70k","Small-medium business/self-employed","Female"
891,4,4,5,4,4,5,5,4,5,5,6,4,180,"iPhone","No","Yes","Yes","No","Yes","No","No","No","Yes",25,"Undergraduate degree","> $175k","Technology","Female"
892,4,3,1,7,2,4,7,6,4,4,1,4,210,"other smartphone","No","No","Yes","No","Yes","No","Yes","No","No",40,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Female"
893,3,6,4,2,3,4,3,4,2,2,3,3,230,"iPhone","No","No","Yes","No","No","No","Yes","No","Yes",42,"Undergraduate degree","$71k – $100k","Sales","Female"
894,4,4,7,4,5,6,6,4,3,7,6,6,250,"iPhone","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",32,"Master’s degree or higher","> $175k","Other/family caretaker","Female"
895,3,5,6,5,4,5,6,5,3,5,5,5,230,"iPhone","Yes","No","Yes","No","No","No","Yes","No","Yes",38,"Master’s degree or higher","> $175k","Other/family caretaker","Male"
896,5,1,5,5,4,3,3,1,1,4,3,4,240,"iPhone","No","Yes","No","No","Yes","No","Yes","Yes","Yes",38,"Undergraduate degree","$71k – $100k","Technology","Female"
897,3,4,7,3,5,6,6,5,3,7,6,6,280,"iPhone","Yes","No","No","No","No","No","Yes","No","Yes",31,"Master’s degree or higher","$101k - $175k","Other/family caretaker","Male"
898,3,1,3,6,3,3,3,3,3,2,2,4,190,"other smartphone","No","Yes","Yes","No","No","Yes","Yes","No","Yes",42,"Undergraduate degree","$71k – $100k","Sales","Female"
899,7,7,5,5,4,5,7,5,3,7,5,7,260,"iPhone","No","No","No","No","No","No","Yes","No","Yes",35,"Master’s degree or higher","> $175k","Other/family caretaker","Male"
900,5,3,4,6,4,7,2,5,6,5,6,6,190,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",28,"Undergraduate degree","> $175k","Technology","Female"
901,5,1,3,7,2,4,7,6,4,5,3,5,210,"iPhone","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",38,"Undergraduate degree","$101k - $175k","Small-medium business/self-employed","Female"
902,4,5,3,5,3,5,6,5,3,5,4,6,230,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",33,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Male"
903,7,6,6,5,4,5,7,5,3,7,6,7,340,"iPhone","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes",33,"Master’s degree or higher","$101k - $175k","Other/family caretaker","Female"
904,4,6,5,4,3,5,5,5,3,6,5,6,280,"iPhone","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes",29,"Master’s degree or higher","> $175k","Other/family caretaker","Female"
905,5,3,5,3,3,5,3,4,2,5,6,4,230,"other smartphone","No","Yes","Yes","Yes","Yes","No","No","No","Yes",27,"Undergraduate degree","> $175k","Technology","Female"
906,6,7,5,5,4,5,7,5,3,7,5,7,230,"iPhone","No","Yes","No","No","Yes","No","Yes","Yes","Yes",26,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Male"
907,4,5,4,7,4,7,2,7,3,5,6,6,180,"iPhone","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",25,"Undergraduate degree","> $175k","Technology","Female"
908,5,4,5,4,3,5,3,4,2,5,6,4,160,"iPhone","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",25,"Undergraduate degree","$101k - $175k","Technology","Female"
909,3,4,6,3,4,5,5,4,3,5,6,4,130,"iPhone","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",27,"Undergraduate degree","> $175k","Technology","Female"
910,3,4,4,5,3,4,3,4,3,1,1,3,160,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",39,"Master’s degree or higher","$71k – $100k","Sales","Male"
911,6,4,6,3,5,3,5,2,7,5,5,4,270,"iPhone","No","No","No","Yes","No","No","Yes","No","Yes",29,"Undergraduate degree","$101k - $175k","Technology","Female"
912,4,4,4,4,3,6,3,7,3,5,6,6,250,"other smartphone","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes",25,"Master’s degree or higher","> $175k","Technology","Female"
913,6,6,7,5,5,5,7,5,3,7,6,6,230,"iPhone","No","No","No","No","No","No","Yes","No","Yes",25,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Male"
914,6,4,7,2,5,4,5,2,6,5,4,5,200,"iPhone","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",30,"Undergraduate degree","$101k - $175k","Small-medium business/self-employed","Female"
915,4,7,4,5,3,5,5,5,3,5,3,7,320,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",36,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Male"
916,6,4,7,3,5,5,7,4,7,6,5,5,180,"other smartphone","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes",25,"Undergraduate degree","$40k - $70k","Advertising/public relations","Female"
917,3,5,4,5,3,3,4,4,4,3,3,5,190,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","No","No",45,"Undergraduate degree","$71k – $100k","Sales","Male"
918,4,7,5,5,4,4,3,3,3,6,5,4,150,"other smartphone","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes",30,"Undergraduate degree","> $175k","Technology","Female"
919,3,5,3,5,2,4,5,6,1,4,3,2,190,"iPhone","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",38,"Undergraduate degree","$40k - $70k","Small-medium business/self-employed","Female"
920,2,1,1,1,2,2,3,4,6,1,1,4,250,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes",42,"Master’s degree or higher","$71k – $100k","Small-medium business/self-employed","Female"
921,4,4,6,4,4,4,3,3,4,4,4,3,220,"other smartphone","No","Yes","No","No","Yes","No","Yes","Yes","Yes",39,"Master’s degree or higher","$40k - $70k","Financial services","Male"
922,4,7,7,5,4,6,7,5,4,6,6,6,230,"iPhone","No","Yes","No","No","Yes","No","Yes","Yes","Yes",27,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Female"
923,4,5,1,4,1,3,7,6,2,3,2,4,390,"iPhone","Yes","No","Yes","Yes","No","No","Yes","No","No",44,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Male"
924,3,3,2,4,2,3,4,5,1,5,4,2,190,"other smartphone","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",42,"Undergraduate degree","$40k - $70k","Small-medium business/self-employed","Male"
925,6,1,2,7,3,1,3,3,3,3,1,4,230,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",39,"Master’s degree or higher","$40k - $70k","Financial services","Male"
926,3,7,1,4,2,4,4,5,1,3,2,4,170,"iPhone","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",37,"Undergraduate degree","$101k - $175k","Small-medium business/self-employed","Female"
927,4,6,2,5,2,4,7,5,2,5,3,4,250,"iPhone","No","No","No","No","No","No","Yes","No","Yes",35,"Undergraduate degree","$101k - $175k","Small-medium business/self-employed","Male"
928,3,1,2,4,2,4,5,7,1,4,3,2,200,"other smartphone","No","No","No","No","No","No","Yes","No","No",37,"Undergraduate degree","$40k - $70k","Small-medium business/self-employed","Female"
929,6,1,7,3,6,5,5,2,5,5,4,5,200,"other smartphone","No","No","Yes","Yes","No","Yes","Yes","Yes","No",25,"Undergraduate degree","$101k - $175k","Advertising/public relations","Male"
930,3,6,5,4,4,3,3,3,3,1,2,3,200,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",40,"Undergraduate degree","$71k – $100k","Construction/transportation/manufacturing/logistics","Male"
931,5,2,3,5,3,2,3,2,2,3,2,4,250,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",46,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Male"
932,4,6,6,4,4,6,7,5,3,7,6,6,230,"iPhone","No","No","No","No","No","No","Yes","No","Yes",32,"Master’s degree or higher","> $175k","Other/family caretaker","Male"
933,1,4,1,4,2,4,5,7,4,1,1,4,190,"iPhone","No","No","No","No","No","Yes","Yes","No","Yes",39,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Male"
934,4,6,6,2,4,4,3,3,4,4,3,3,240,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",32,"Master’s degree or higher","$71k – $100k","Financial services","Male"
935,3,6,5,1,4,4,3,3,4,2,4,3,160,"other smartphone","No","Yes","Yes","No","No","No","Yes","No","Yes",46,"Master’s degree or higher","$40k - $70k","Small-medium business/self-employed","Male"
936,4,3,6,4,4,4,3,4,4,3,4,4,150,"other smartphone","No","No","No","No","No","No","Yes","No","No",38,"Undergraduate degree","$40k - $70k","Advertising/public relations","Female"
937,7,6,3,7,2,4,7,5,2,4,2,2,360,"iPhone","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes",35,"Master’s degree or higher","> $175k","Small-medium business/self-employed","Male"
938,4,2,6,5,4,6,7,5,3,7,6,6,230,"iPhone","No","No","No","No","No","No","Yes","No","Yes",31,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Female"
939,5,4,5,4,3,5,4,4,2,5,6,4,170,"iPhone","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes",26,"Undergraduate degree","$40k - $70k","Technology","Female"
940,2,3,3,4,2,5,4,5,4,4,4,4,200,"other smartphone","Yes","No","Yes","No","Yes","Yes","No","Yes","No",42,"Master’s degree or higher","$40k - $70k","Small-medium business/self-employed","Male"
941,5,7,1,7,1,3,3,6,6,1,1,4,240,"other smartphone","No","No","Yes","No","No","Yes","Yes","Yes","Yes",39,"Undergraduate degree","$101k - $175k","Technology","Male"
942,4,4,2,5,2,4,3,4,3,4,3,5,230,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",45,"Master’s degree or higher","$101k - $175k","Financial services","Female"
943,2,1,6,1,5,4,3,2,6,1,4,3,150,"other smartphone","No","Yes","Yes","No","Yes","No","Yes","No","No",44,"Undergraduate degree","$101k - $175k","Retailing/services/restaurant","Male"
944,4,5,2,4,2,4,6,6,1,5,4,2,220,"other smartphone","Yes","No","Yes","No","No","Yes","Yes","No","No",44,"Master’s degree or higher","$101k - $175k","Small-medium business/self-employed","Female"
945,5,5,3,5,3,5,7,5,3,5,5,7,210,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",35,"Master’s degree or higher","> $175k","Other/family caretaker","Female"
946,3,4,3,4,2,4,5,4,1,5,4,4,200,"other smartphone","No","No","No","No","Yes","No","Yes","Yes","No",35,"Undergraduate degree","$40k - $70k","Small-medium business/self-employed","Female"
947,3,6,5,4,3,3,4,4,6,6,4,5,250,"other smartphone","No","No","No","No","No","Yes","Yes","No","Yes",40,"Undergraduate degree","$101k - $175k","Financial services","Male"
948,3,5,3,5,2,3,3,3,4,4,3,3,170,"other smartphone","No","Yes","Yes","No","No","Yes","Yes","No","Yes",44,"Undergraduate degree","$71k – $100k","Construction/transportation/manufacturing/logistics","Female"
949,3,4,4,4,3,3,4,3,6,3,4,5,160,"other smartphone","No","No","No","No","No","No","Yes","No","No",45,"Undergraduate degree","$40k - $70k","Retailing/services/restaurant","Female"
950,5,5,1,5,1,3,7,6,4,3,2,4,190,"iPhone","Yes","No","No","No","No","No","Yes","No","No",40,"Master’s degree or higher","> $175k","Small-medium business/self-employed","Male"
951,4,4,4,4,5,7,4,5,6,5,7,6,250,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",25,"Master’s degree or higher","> $175k","Technology","Female"
952,4,6,3,7,2,4,7,6,1,4,2,2,310,"iPhone","No","No","No","No","No","Yes","Yes","No","No",39,"Undergraduate degree","$101k - $175k","Small-medium business/self-employed","Male"
953,4,3,4,1,5,6,2,3,3,5,7,4,160,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",25,"Undergraduate degree","$101k - $175k","Retailing/services/restaurant","Female"
954,4,4,6,4,4,6,3,4,4,5,7,4,220,"iPhone","No","No","Yes","No","Yes","No","No","No","Yes",25,"Undergraduate degree","> $175k","Retailing/services/restaurant","Female"
955,4,3,4,1,3,2,4,1,4,3,4,4,190,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",39,"Master’s degree or higher","$101k - $175k","Sales","Male"
956,2,5,4,4,3,3,3,4,2,5,3,4,200,"other smartphone","No","Yes","Yes","No","No","No","Yes","No","Yes",42,"Undergraduate degree","$101k - $175k","Sales","Female"
957,5,5,4,6,5,7,2,6,6,5,7,6,230,"other smartphone","No","Yes","No","No","Yes","No","No","Yes","Yes",27,"Master’s degree or higher","> $175k","Retailing/services/restaurant","Female"
958,3,4,3,3,3,3,4,4,5,3,3,5,280,"other smartphone","Yes","No","No","No","No","No","Yes","No","No",41,"Master’s degree or higher","$101k - $175k","Health services","Female"
959,5,5,3,5,3,1,2,1,2,3,2,4,260,"other smartphone","No","No","No","No","No","No","Yes","No","No",37,"Master’s degree or higher","$101k - $175k","Small-medium business/self-employed","Male"
960,5,7,2,7,2,4,5,6,2,5,3,2,330,"iPhone","No","No","No","No","No","No","Yes","No","No",30,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Female"
961,5,4,4,3,4,2,3,3,3,4,4,3,270,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",38,"Undergraduate degree","$71k – $100k","Sales","Male"
962,4,4,7,3,5,4,3,2,3,4,3,4,180,"other smartphone","No","Yes","No","No","No","Yes","Yes","No","Yes",40,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Male"
963,3,3,3,2,3,3,3,4,5,1,2,4,170,"other smartphone","No","Yes","No","No","Yes","No","Yes","Yes","No",39,"Undergraduate degree","$40k - $70k","Education","Male"
964,4,6,4,4,3,4,7,5,3,7,4,4,270,"iPhone","No","No","No","No","No","No","Yes","No","Yes",31,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Female"
965,3,4,7,4,5,4,3,1,2,2,4,3,200,"other smartphone","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes",39,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
966,4,4,5,3,4,3,3,2,5,4,4,3,170,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",38,"Undergraduate degree","$40k - $70k","Advertising/public relations","Female"
967,2,6,6,5,4,6,5,4,3,6,5,4,150,"iPhone","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes",31,"Master’s degree or higher","< $40k","Retailing/services/restaurant","Female"
968,3,4,3,4,3,3,1,3,4,2,2,4,160,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",41,"Undergraduate degree","$40k - $70k","Retailing/services/restaurant","Male"
969,5,3,7,2,5,4,6,2,5,5,5,5,110,"iPhone","No","No","No","Yes","Yes","No","Yes","Yes","No",25,"Undergraduate degree","$101k - $175k","Advertising/public relations","Female"
970,1,4,2,5,2,5,4,6,3,1,1,4,350,"iPhone","No","No","Yes","No","Yes","Yes","Yes","Yes","No",38,"Undergraduate degree","> $175k","Small-medium business/self-employed","Male"
971,5,6,3,6,2,3,6,4,2,3,3,4,310,"iPhone","No","No","No","No","No","Yes","Yes","Yes","No",37,"Undergraduate degree","$101k - $175k","Small-medium business/self-employed","Female"
972,4,6,2,6,2,3,6,5,2,1,1,4,320,"iPhone","No","No","Yes","No","No","Yes","Yes","No","No",37,"Undergraduate degree","> $175k","Small-medium business/self-employed","Female"
973,3,3,3,4,2,4,7,5,1,4,4,2,220,"iPhone","Yes","No","No","No","Yes","Yes","Yes","Yes","No",39,"Master’s degree or higher","$40k - $70k","Small-medium business/self-employed","Male"
974,3,4,3,4,3,4,6,4,1,5,5,3,210,"other smartphone","No","No","Yes","No","Yes","Yes","No","Yes","Yes",31,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Male"
975,6,4,7,4,7,6,7,4,5,5,5,6,150,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",31,"Undergraduate degree","$101k - $175k","Education","Female"
976,4,3,5,3,4,4,4,4,5,3,4,4,220,"other smartphone","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No",40,"Undergraduate degree","$40k - $70k","Small-medium business/self-employed","Female"
977,6,5,5,5,4,5,7,5,3,7,6,7,240,"iPhone","No","Yes","No","No","No","Yes","Yes","No","Yes",31,"Master’s degree or higher","> $175k","Other/family caretaker","Male"
978,7,5,4,4,4,2,4,1,3,4,4,4,270,"other smartphone","No","Yes","No","No","No","No","Yes","No","Yes",33,"Undergraduate degree","$40k - $70k","Technology","Female"
979,7,5,4,4,3,2,4,3,4,6,5,4,220,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",40,"Undergraduate degree","< $40k","Financial services","Female"
980,4,4,6,5,4,6,7,5,4,7,6,7,180,"iPhone","No","Yes","No","No","No","No","Yes","No","Yes",26,"Master’s degree or higher","$101k - $175k","Other/family caretaker","Female"
981,2,3,5,3,4,3,4,3,3,3,3,4,240,"other smartphone","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",46,"Undergraduate degree","$40k - $70k","Sales","Male"
982,4,7,6,5,4,6,7,4,3,7,6,7,260,"iPhone","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes",34,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Female"
983,3,4,3,4,3,2,4,2,5,2,1,3,260,"other smartphone","Yes","Yes","No","No","No","No","Yes","No","No",44,"Master’s degree or higher","$40k - $70k","Engineering","Male"
984,3,2,5,4,4,3,3,2,3,3,3,4,140,"other smartphone","No","Yes","No","No","No","No","Yes","No","Yes",41,"Master’s degree or higher","< $40k","Small-medium business/self-employed","Female"
985,5,6,4,3,3,6,2,7,2,6,6,6,220,"iPhone","No","No","Yes","Yes","Yes","No","No","No","Yes",25,"Undergraduate degree","> $175k","Retailing/services/restaurant","Female"
986,4,3,3,4,3,4,7,4,3,6,5,5,240,"iPhone","No","Yes","No","No","No","No","Yes","No","Yes",33,"Master’s degree or higher","$101k - $175k","Other/family caretaker","Female"
987,5,6,2,5,2,1,4,3,3,3,1,4,210,"other smartphone","Yes","Yes","No","Yes","Yes","No","Yes","No","No",40,"Undergraduate degree","$40k - $70k","Construction/transportation/manufacturing/logistics","Female"
988,5,5,7,4,6,5,7,3,4,6,5,5,220,"iPhone","No","Yes","No","Yes","No","No","Yes","No","No",25,"Undergraduate degree","$101k - $175k","Technology","Male"
989,4,6,4,2,4,6,4,4,2,6,6,4,220,"iPhone","No","Yes","Yes","Yes","Yes","No","No","No","Yes",27,"Undergraduate degree","> $175k","Retailing/services/restaurant","Female"
990,3,3,5,3,3,6,3,7,4,5,7,6,180,"iPhone","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes",29,"Master’s degree or higher","> $175k","Retailing/services/restaurant","Female"
991,4,1,6,4,4,6,5,5,3,5,6,6,230,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes",37,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Female"
992,3,6,5,4,4,4,4,3,3,2,3,3,180,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",41,"Undergraduate degree","$40k - $70k","Retailing/services/restaurant","Female"
993,5,7,7,3,5,4,7,3,4,5,5,5,240,"iPhone","No","Yes","No","Yes","No","No","Yes","No","Yes",24,"Undergraduate degree","$101k - $175k","Advertising/public relations","Male"
994,4,7,5,2,3,6,2,6,2,5,6,4,210,"iPhone","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes",25,"Master’s degree or higher","> $175k","Retailing/services/restaurant","Female"
995,3,7,6,3,4,6,5,4,3,5,6,4,170,"iPhone","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",30,"Master’s degree or higher","> $175k","Retailing/services/restaurant","Female"
996,4,5,4,5,3,5,5,4,3,6,5,6,320,"iPhone","Yes","Yes","Yes","No","No","No","Yes","No","Yes",37,"Master’s degree or higher","$101k - $175k","Other/family caretaker","Male"
997,3,7,2,7,2,4,6,5,1,5,2,5,200,"iPhone","No","No","No","No","Yes","Yes","Yes","Yes","Yes",36,"Undergraduate degree","> $175k","Other/family caretaker","Male"
998,4,5,2,6,2,4,7,7,2,4,3,5,200,"other smartphone","No","No","Yes","No","Yes","Yes","Yes","No","Yes",40,"Undergraduate degree","> $175k","Other/family caretaker","Male"
999,3,1,5,1,4,4,4,3,4,2,4,3,180,"other smartphone","No","Yes","No","No","No","No","Yes","No","Yes",39,"Undergraduate degree","< $40k","Retailing/services/restaurant","Male"
1000,5,1,5,6,3,4,7,4,3,7,5,5,290,"iPhone","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes",29,"Undergraduate degree","$71k – $100k","Other/family caretaker","Female"
